nose length,right_ear length,left_ear length
0.8011875192056427,0.8110036217410708,0.8145669784469705
0.8135305742027391,0.8289828425932121,0.7942813081540175
0.7963686693744502,0.8159594419957452,0.7667324538367102
0.810267857485681,0.82480837814805,0.7874830414923502
0.7982943698402275,0.8133306582527003,0.7877778306742667
0.8004304717954326,0.8204627884776563,0.7913091193642451
0.8034684384580434,0.8138020450055719,0.7950960962367024
0.7984594818770243,0.8121444993132143,0.7948220537216834
0.7943716657819483,0.8106578832930511,0.78766749032324
0.7874725316574541,0.7941369099612849,0.7756634519525485
0.7878753087469048,0.7958669790367118,0.7764690906631508
0.7937383596605999,0.8043541439070216,0.7814268540898158
0.7996903330492847,0.8095791123873742,0.7870751350456884
0.7992414819524805,0.8071447202544723,0.7852685837373771
0.8042663959049824,0.8094501343612525,0.789930976858313
0.7971123547981991,0.8038288903917943,0.787075265413132
0.7905957611885506,0.8010881203459671,0.7876098128529101
0.7892029295228088,0.7976934961000771,0.7859179360364619
0.7728415036860352,0.7941036730202355,0.78006273809825
0.7732071147334502,0.7957330946594185,0.7777088232844855
0.7787807568327566,0.8021786790708825,0.7804103213752005
0.7778164074465033,0.7889771616205347,0.7773583952608384
0.7785009817153701,0.7870325193428279,0.7756659803583199
0.7635240048230569,0.7774216855704398,0.7687184295034538
0.7667693750389009,0.7780296599866455,0.7735741943667553
0.7577218894210488,0.7785371028385684,0.7654610508455862
0.7637678515961753,0.7877880094316103,0.7637936222963091
0.7716351792711073,0.788000708345219,0.769145048859317
0.7804072089653117,0.792327463993881,0.7788355261958525
0.79706802675269,0.8078456739151326,0.7880264915317561
0.775636986504437,0.7907830209165182,0.7691796722843786
0.7753872276646265,0.788470108191799,0.7740027871089836
0.7801396579981453,0.7938498145102635,0.7768069706761089
0.7775939650392867,0.7903614528916133,0.766685477704545
0.7892312907280107,0.803209796481832,0.7852640809408838
0.7795495682392345,0.7926107562690449,0.7768705080905195
0.7823360543869334,0.7953507646833817,0.7758255277139494
0.7835858442783737,0.7957016733076966,0.7747899830759222
0.7878284664982994,0.7971390879046855,0.7809555135340376
0.7825031631891202,0.7926984415768636,0.7746490466627829
0.783626844463806,0.7935649886942094,0.7759838995640742
0.7917851123615227,0.8016034359311196,0.7775722985794384
0.7909974954033089,0.8018087706397361,0.7765156811055779
0.7871043302825982,0.8008875208138101,0.7716604121071429
0.7990578831466861,0.8077596618932512,0.7922330532935113
0.803643097543121,0.8101868254834933,0.7931754954835617
0.7984119051495228,0.8034353655759837,0.7927788806097573
0.79825382652334,0.8020682218680585,0.7958069425615516
0.7952248901880686,0.7998901218258238,0.7980707193290236
0.7557258403528139,0.7748487672571102,0.7740134702709834
0.7333734357828428,0.7691615323740209,0.7770849768895229
0.7140644984732027,0.7561132150369652,0.7729221561540888
0.6885869811416707,0.7424414398780631,0.7573808031823749
0.6447606783646099,0.7134452795878544,0.7413339287121858
0.6219423908161476,0.6975664246362261,0.7376782147432727
0.6118634648373965,0.6819357831153668,0.7221545563873074
0.5770732954938754,0.6588753486641559,0.6955556801207563
0.5544976123410164,0.6457515769115723,0.6786126714291206
0.5413626225447371,0.6318418932336988,0.6735253931092798
0.5381938996724566,0.6291568425331308,0.669073334535331
0.54404715711168,0.6335097705469525,0.6725205554375593
0.5438337932023993,0.6382960591256323,0.6662916816580738
0.5479148887213977,0.6420757633202464,0.6693346621449134
0.5567616118237749,0.6472043874853979,0.6730241125877656
0.5560170589776262,0.6459556272237784,0.6728506338057626
0.5529314346929444,0.6453705975208991,0.6735980528606388
0.5469847343008049,0.6487331799115904,0.6727000378242972
0.569438047026327,0.6616163085824303,0.6901351237340391
0.5560275404992748,0.6586710979703556,0.6887313551995705
0.5465251890759446,0.6566993054161644,0.6794384184631374
0.526138663563495,0.6431225738197328,0.6634092896274619
0.5361009463679178,0.6504273235356695,0.6677431831191013
0.5398199777725012,0.6522447340610116,0.6700714396270854
0.5361196763118434,0.6464662153578328,0.6649706227710247
0.5306814547006705,0.6444612293245696,0.6630831736681702
0.5236632962731375,0.6416359121507962,0.6553277991222063
0.5035551297279197,0.629096874342101,0.6403956042213742
0.4838929428881192,0.6221202724511781,0.6335625235100861
0.4661144369766307,0.607104041500271,0.6191088017286335
0.45916363747847755,0.6039186225586075,0.6168454825850473
0.4344259600492362,0.579268803991351,0.5989979303651688
0.43634812999081823,0.5804415174027576,0.5978216997583585
0.4378541302584527,0.5898162667168279,0.6016872984391481
0.4417170555237875,0.5949692589619588,0.6057360270395518
0.4430736457800927,0.596491070205885,0.6073934720641504
0.44183042047742277,0.5971418121960398,0.6084866225886636
0.4398349184331167,0.5932035717354022,0.6070103154612645
0.41690209677365153,0.5826131921458687,0.5944435325858494
0.41004573944423556,0.5807363158935259,0.5925766954591473
0.3927612123295746,0.5751344552986598,0.5804595402885177
0.37812232427899534,0.5695571760852134,0.5704056323214141
0.38816682351832404,0.5763213466438847,0.5714655264257297
0.378592412278152,0.5698291919785828,0.5673628494163461
0.3759024341289468,0.5630263172479932,0.5666054736418998
0.3698862512552308,0.55968394683583,0.5655472528135583
0.36680951636192954,0.5565788213319502,0.5620686479746116
0.36903481723025705,0.5574875810494305,0.5642655520770576
0.364510853937567,0.5566189991921344,0.5541898189855191
0.37291461078326,0.5616642216048853,0.5594069071455924
0.33963114354957563,0.5215530716191935,0.533014744512391
0.36431868338114926,0.5486369596541759,0.5451571267150875
0.3804359409766015,0.5672777828407873,0.5544499341708102
0.37793940776109697,0.5643133803221333,0.5531660447828833
0.36832963993059825,0.5527046902358426,0.5521722749532495
0.36050096833508977,0.5379021502619082,0.5637720932966448
0.38176320033754746,0.5567997611345848,0.5727861705027515
0.37020617737994865,0.5455384486344621,0.5667029621932763
0.3688622339429816,0.5492269390853509,0.5728309089559137
0.37531407105995135,0.5539352288720888,0.5684468808088785
0.3784759645017028,0.5589506348074516,0.5805257793162805
0.37686268121193467,0.5660247981222919,0.5688154684151656
0.37768271691143346,0.5661224918890215,0.5682170335539624
0.3772806301385167,0.5653521322113071,0.5661644884153783
0.38020618757417896,0.566875965963527,0.5628359277767321
0.35219146184912725,0.5476572377055067,0.5452871146876651
0.313975132938308,0.5106163343433804,0.5175491216088093
0.31561140698081475,0.5092688001289749,0.5173367258240148
0.32315596826504167,0.5183874914090636,0.5297451365553065
0.3198027204415393,0.510496287593065,0.5287308146599898
0.31460490811271885,0.5096982960161145,0.523433124373938
0.3327521150777925,0.5168973053679886,0.5466099412886519
0.34207457777298533,0.5332724227603302,0.5471894928808935
0.3467644391035627,0.5385496435568073,0.5434222319022394
0.3240292503317153,0.5115015476626944,0.5265783653312314
0.33444712320065245,0.5229213310973085,0.5372335112892507
0.3516345786898421,0.5384834046281882,0.5503542819343575
0.3612704928079927,0.54527520415748,0.559847040885708
0.3484654128412485,0.537047212935236,0.5504168008213933
0.3381266564445534,0.5308949465041264,0.5401664962614138
0.34866011463568475,0.5432437960000425,0.5461417026016799
0.34216337621653753,0.5323061741074832,0.5384585204106288
0.3542763003666907,0.5417449610918939,0.5391257531390076
0.35547277420951434,0.539772169604292,0.5429977451428533
0.35438320356838554,0.5392960543152928,0.543045886252599
0.3527732558648187,0.5384846316458997,0.5423898391858388
0.35426061946405235,0.5388288017439066,0.5431072661995586
0.3489515391551661,0.5424887405925846,0.5456529025160953
0.345874765463194,0.54499376009322,0.5428160613650175
0.33651691230581904,0.538158548540342,0.5334234789307031
0.33659061568785814,0.5333157116951616,0.5361065330032068
0.3439800642099709,0.5316368489775153,0.5450071316089893
0.3639921407435666,0.5479509425225757,0.5593867183238256
0.35052805251074254,0.5384726569354863,0.5594625162493398
0.34587030182336265,0.5380215150553389,0.5521702066670768
0.3517306908464121,0.5456710816992479,0.5509044903027888
0.34969490500077527,0.54159414795529,0.5441733911349753
0.35824237499058353,0.5461360981623504,0.5540620001164156
0.3415943282543834,0.5312169818788504,0.5432387145629007
0.3454305611826134,0.5380230182608658,0.5427059849474213
0.34810095216879944,0.5391076002796006,0.54260997891987
0.343682248888084,0.5361383941212247,0.5353441205690204
0.3490475199565678,0.5382553340618988,0.537465592979968
0.3574712307591325,0.539103411437876,0.5518751514893822
0.3614375898842015,0.5452194440108906,0.5566131240510066
0.3681572340087479,0.5513107202682394,0.5682424278669405
0.3665960895516253,0.5521814126726886,0.5696417057269708
0.3676914741928322,0.5546063623399908,0.5653066923402756
0.386510875699168,0.5667167014784504,0.5767912289487166
0.4371608159449625,0.6009568493104849,0.6080894961082618
0.46869641036124426,0.6147114175429488,0.6296426493357901
0.4886503037896885,0.6229225909570066,0.6479519271762415
0.5008118137155968,0.6267662635582196,0.6648114920413846
0.5152600907408111,0.6379645639298527,0.662739962964053
0.5260763825834576,0.6392251390427398,0.6757422828931349
0.5602210670471658,0.670387900602713,0.6932791855028256
0.6097284308029102,0.7028723637231062,0.7122397906008643
0.6081912283422957,0.6979636969472077,0.7061289564920518
0.6147380961377861,0.7040970462357892,0.7114043964928491
0.6197612709658404,0.7030063228519692,0.7123361097071622
0.632452479293486,0.7126751772139082,0.7186445828718908
0.5962076970214373,0.6875002868741349,0.6992507194157229
0.6045870970223028,0.6911902590452462,0.7045676958270376
0.6243142073731144,0.7061111194356063,0.713432182442889
0.6169757798328596,0.702789550124656,0.7071339651335017
0.6100884844930934,0.6923622703647067,0.7019575568200059
0.6060729906710652,0.693671403495232,0.7108302137195841
0.6102217937406225,0.695884613319279,0.7106429848448779
0.6158043488471344,0.6992882595599209,0.7116276202642566
0.6150087426349926,0.6996686054064111,0.7116008819294598
0.6183966422302415,0.7055083852640404,0.7171463793391673
0.6206653100086689,0.7083800864335763,0.7173324597846183
0.6159558524247847,0.7036060120542972,0.7134017095257309
0.6097091225183247,0.7125790000729567,0.7186584079892794
0.5961914453794904,0.7112787693687475,0.7175669903795039
0.5867137856384723,0.7036283047181517,0.7115563570847881
0.5845303163514363,0.7006362276499847,0.7111160611104961
0.5851955893945714,0.7007295314343556,0.7127917358074518
0.5866764337015542,0.7015862471667891,0.7132406151289943
0.5838684897145826,0.6997475276147941,0.7097343498212362
0.5857672644045884,0.6951378059179051,0.711873169467859
0.5860279519370967,0.6952149470131676,0.7118528496419335
0.5882095811434043,0.6958710599361566,0.7127553363620573
0.5879397986509043,0.6955374756827788,0.7140137890845156
0.5850062110116742,0.6887704654914434,0.7122909199973563
0.5858221620127417,0.6894672704598748,0.7139465141010843
0.5857054164326946,0.6881011481175893,0.7127628083014239
0.5904772437485261,0.6889916020981559,0.7145821019672906
0.5893378579362619,0.6881073495816857,0.7128564263218359
0.5845709613054219,0.6853185290090569,0.7101305835785549
0.5875506760134388,0.6881889712476982,0.7121293522396679
