nose length,right_ear length,left_ear length,weight
0.777143173,0.826333303,0.789377676,0
0.773293252,0.825208181,0.791054949,0
0.774487451,0.826563745,0.791111529,0
0.774692726,0.825555856,0.790103613,0
0.773117151,0.82517392,0.78948095,0
0.770739938,0.822581521,0.787115758,0
0.770580003,0.821683136,0.786153726,0
0.771028158,0.822260103,0.787415466,0
0.7578444,0.816085475,0.780322503,0
0.758352182,0.814630689,0.780402351,0
0.760382348,0.81777916,0.785865365,0
0.761720292,0.819447664,0.786454715,0
0.763507927,0.819074079,0.781338036,0
0.768309931,0.82051365,0.785003949,0
0.773744586,0.823774603,0.782802047,0
0.770716891,0.823283841,0.782236773,0
0.764721718,0.818280096,0.776466017,0
0.764149539,0.817901751,0.776186279,0
0.765260079,0.819079437,0.777151108,0
0.769249576,0.822751052,0.780144851,0
0.768233138,0.822151883,0.77909857,0
0.772100633,0.823290892,0.779354183,0
0.774175358,0.824829983,0.779935307,0
0.777824413,0.827188571,0.781998614,0
0.777968569,0.827527822,0.78274289,0
0.777144992,0.826836782,0.781940655,0
0.781256854,0.831179084,0.787778553,0
0.78446972,0.832606272,0.788390839,0
0.783977094,0.831965252,0.788110483,0
0.781855391,0.829958571,0.78611979,0
0.784622129,0.830375099,0.785976267,0
0.785985711,0.831977759,0.786480178,0
0.788217879,0.833055714,0.79049424,0
0.788155962,0.835285546,0.790916826,0
0.784138644,0.83068932,0.785902935,0
0.784192265,0.831109695,0.783063378,0
0.78687204,0.833758741,0.785246089,0
0.784663478,0.832688608,0.784050968,0
0.782419625,0.830822256,0.78298912,0
0.782881774,0.831252039,0.783900356,0
0.77357733,0.825110591,0.779648613,0
0.773150737,0.824131195,0.777496646,0
0.776707654,0.825399523,0.778326736,0
0.775042262,0.825376515,0.776597921,0
0.77386227,0.826267699,0.774948812,0
0.773290033,0.827806589,0.775921863,0
0.770911212,0.82627141,0.778644631,0
0.756220011,0.815608125,0.773955805,0
0.745604581,0.811101293,0.773346983,0
0.757164804,0.820800493,0.782441409,0
0.750331916,0.811581623,0.780356978,0
0.756378255,0.817875617,0.784095738,0
0.755130739,0.816163784,0.781126693,0
0.753752276,0.814812152,0.779167914,0
0.752719775,0.812265229,0.778860582,0
0.758587681,0.82108724,0.78471467,0
0.773027702,0.826760295,0.78925158,0
0.763943515,0.824160034,0.783784321,0
0.765422984,0.826557326,0.785797453,0
0.753611379,0.816854038,0.777775804,0
0.75819501,0.819466069,0.779712997,0
0.777384767,0.827060673,0.79176079,0
0.774333409,0.824153535,0.788152023,0
0.784392521,0.833059729,0.793966794,0
0.78887939,0.832500175,0.795832092,0
0.794863472,0.83899349,0.796816504,0
0.8124082,0.847867674,0.801791177,0
0.810848547,0.846607986,0.801365109,0
0.818487069,0.850848076,0.809657959,0
0.820392039,0.853578761,0.812449866,0
0.830555408,0.865884034,0.822106979,0
0.821434838,0.858888775,0.816835119,0
0.819612705,0.859478695,0.815024966,0
0.812871266,0.85401167,0.811721261,0
0.78632164,0.84087069,0.800360536,0
0.7697424,0.829065441,0.789011453,0
0.742587011,0.808027583,0.774082636,0
0.740417944,0.805724255,0.772449179,0
0.738427055,0.803925586,0.768341753,0
0.744098245,0.804519318,0.772302402,0
0.748030926,0.807604748,0.774127614,0
0.74553027,0.806950458,0.771270413,0
0.744344773,0.804696786,0.77145704,0
0.742324625,0.802846423,0.770622735,0
0.780572703,0.829446019,0.790981791,0
0.778479229,0.827669066,0.787649939,0
0.78690551,0.832373936,0.790579542,0
0.794415683,0.837666596,0.799531024,0
0.818319483,0.85166118,0.814093097,0
0.835042747,0.865669708,0.827746402,0
0.809977699,0.84354921,0.812487834,0
0.811216895,0.846647212,0.813839254,0
0.812761979,0.849307743,0.814953983,0
0.815808219,0.852391323,0.81862039,0
0.814158335,0.851215171,0.816335154,0
0.814334355,0.85253736,0.816342442,0
0.817018203,0.854463078,0.817188395,0
0.812144436,0.851113193,0.811389023,0
0.809704201,0.849063244,0.809002244,0
0.809606586,0.848616751,0.809938283,0
0.815004214,0.854278391,0.814465725,0
0.816149168,0.854074692,0.816199458,0
0.811835639,0.850703747,0.811459248,0
0.809261845,0.848120305,0.808533085,0
0.813674659,0.85128918,0.812989027,0
0.818723373,0.855595186,0.818810843,0
0.81441527,0.851603031,0.814765379,0
0.81477207,0.852414972,0.814901537,0
0.813474477,0.851604078,0.813166803,0
0.810897633,0.850186866,0.811236501,0
0.807750606,0.848354356,0.808210284,0
0.804687246,0.847346081,0.806686544,0
0.801383418,0.846551512,0.804346177,0
0.794171071,0.840412099,0.800273799,0
0.781728333,0.831095222,0.791241383,0
0.78558467,0.832247773,0.789640522,0
0.794864322,0.837023402,0.796239832,0
0.79163057,0.837869309,0.797925239,0
0.782618119,0.833892235,0.795936211,0
0.780207219,0.831338889,0.792165503,0
0.779940627,0.830732527,0.79266538,0
0.780221369,0.829477311,0.792156757,0
0.78040932,0.830245062,0.791756502,0
0.770681851,0.823189402,0.780222338,0
0.773452908,0.824781622,0.782922691,0
0.783640593,0.833779479,0.795060284,0
0.781686333,0.839527321,0.793462598,0
0.802982377,0.852523639,0.815783065,0
0.798253785,0.848094676,0.809437157,0
0.789544348,0.840687956,0.804076925,0
0.782518054,0.833353697,0.795497028,0
0.798136996,0.845497147,0.808191501,0
0.797575457,0.846647203,0.805646477,0
0.78116544,0.831199912,0.789942803,0
0.787139954,0.833271106,0.793355968,0
0.788160638,0.834631064,0.794631215,0
0.793200974,0.838431355,0.799623006,0
0.793231692,0.839956115,0.800152558,0
0.794978136,0.842215367,0.803829592,0
0.778661852,0.828887334,0.789166657,0
0.765146098,0.818254901,0.780501896,0
0.757111835,0.814185491,0.774331324,0
0.761255678,0.818081209,0.775965197,0
0.762361936,0.818666863,0.778934252,0
0.780600486,0.831218662,0.794678483,0
0.780085215,0.831352213,0.793460071,0
0.780907024,0.834250655,0.793477865,0
0.785150191,0.836173181,0.79584211,0
0.785058557,0.835920196,0.796083295,0
0.779763791,0.83122415,0.791538945,0
0.784791865,0.83545717,0.795830418,0
0.79071443,0.839894668,0.800637676,0
0.78840355,0.836943667,0.803589363,0
0.782141615,0.831624613,0.801813742,0
0.781890712,0.831689633,0.800926803,0
0.779624854,0.8296627,0.797071745,0
0.776487314,0.8265146,0.793333782,0
0.795091556,0.839364086,0.805874817,0
0.796942813,0.842007157,0.806813505,0
0.792863581,0.838510369,0.801282274,0
0.793144358,0.83804633,0.800880207,0
0.787495194,0.833589545,0.798310941,0
0.802953054,0.840741128,0.806047501,0
0.803664843,0.84312468,0.806986164,0
0.804339081,0.843654874,0.806933826,0
0.803372032,0.84327932,0.807684969,0
0.801467483,0.841457544,0.80566488,0
0.793872459,0.839911437,0.795654862,0
0.786525707,0.837004988,0.79120777,0
0.778232611,0.832422149,0.782933801,0
0.768669478,0.826456989,0.777892543,0
0.770269786,0.826906255,0.778543801,0
0.764164596,0.823379105,0.776583817,0
0.760566609,0.819226436,0.776961649,0
0.758297824,0.817741963,0.773825126,0
0.756661851,0.81519621,0.77274191,0
0.770304076,0.822656034,0.790951367,0
0.77437994,0.824592813,0.791238807,0
0.790225669,0.836388597,0.805043385,0
0.79615956,0.841936609,0.810240333,0
0.797806363,0.845083159,0.810376877,0
0.807816115,0.854215144,0.821036509,0
0.794795711,0.849155645,0.814646316,0
0.779460746,0.841036337,0.803301863,0
0.771406668,0.832905792,0.795032628,0
0.768230668,0.829302218,0.785926369,0
0.771649541,0.830177947,0.788859648,0
0.77322634,0.831639128,0.790299121,0
0.777044441,0.834827601,0.793173378,0
0.779576989,0.836489864,0.79548925,0
0.774808347,0.832253229,0.793123487,0
0.770004741,0.826177142,0.785192788,0
0.770168334,0.826130736,0.783942105,0
0.768984366,0.824853309,0.782715154,0
0.766407186,0.821495526,0.779517077,0
0.76726976,0.824669761,0.777862589,0
0.770980764,0.826867329,0.77543046,0
0.771739545,0.827070467,0.776046617,0
0.771310272,0.826715817,0.775735469,0
0.777419915,0.833839768,0.781963694,0
0.786330454,0.832905394,0.787413004,0
0.784414195,0.830621972,0.783077354,0
0.787375484,0.834589418,0.788768404,0
0.789178292,0.835893663,0.791993757,0
0.787320745,0.835874639,0.790776017,0
0.774722285,0.820845797,0.77966654,0
0.783262998,0.829154989,0.786680346,0
0.783784542,0.829114052,0.786802676,0
0.777905702,0.826298155,0.784556241,0
0.777137628,0.823206129,0.785672337,0
0.775881256,0.823889167,0.783708207,0
0.769806589,0.820139087,0.779456417,0
0.759180739,0.812418683,0.774152409,0
0.75873735,0.812082408,0.771477462,0
0.754878084,0.808455774,0.767513665,0
0.765155622,0.8203293,0.777783853,0
0.760688297,0.817048391,0.775445082,0
0.758567299,0.814675636,0.772853403,0
0.763008075,0.8160524,0.771318637,0
0.768532483,0.818489099,0.780553096,0
0.764085853,0.815061279,0.777397101,0
0.762489289,0.812234065,0.778799113,0
0.766678266,0.815487949,0.783967646,0
0.763252476,0.812362349,0.782893774,0
0.7615907,0.810448909,0.780932271,0
0.74818901,0.803246464,0.769560958,0
0.76095177,0.813199607,0.780884376,0
0.748889078,0.805526006,0.772928166,0
0.741048584,0.802269104,0.76704646,0
0.748973839,0.808308231,0.774454709,0
0.752788026,0.811512269,0.775234806,0
0.753007549,0.809929019,0.774885165,0
0.761309279,0.820467338,0.782563984,0
0.777578225,0.833212909,0.7837708,0
0.789027215,0.840027219,0.796133834,0
0.790115807,0.837925668,0.796547535,0
0.78941697,0.837539843,0.795966691,0
0.786850311,0.835525736,0.793414076,0
0.788899991,0.840236688,0.797671473,0
0.781351282,0.836772995,0.7887487,0
0.775562431,0.830176461,0.783496964,0
0.775097402,0.829002767,0.782788603,0
0.790468851,0.837841681,0.785741582,0
0.790377704,0.838711164,0.786029434,0
0.791727815,0.840819291,0.789070632,0
0.796983627,0.846797006,0.794817563,0
0.799799482,0.846443402,0.796646231,0
0.799584765,0.843940764,0.797678963,0
0.794456844,0.836985022,0.796855788,0
0.791610694,0.834979265,0.795696407,0
0.7932308,0.838138091,0.796700526,0
0.789832127,0.836046975,0.792510282,0
0.803975737,0.847452109,0.803607696,0
0.810968345,0.852276927,0.804827291,0
0.822160379,0.859572572,0.809874934,0
0.826187727,0.862954597,0.813901966,0
0.823636556,0.860209121,0.811236269,0
0.82888767,0.861226706,0.81202202,0
0.838882288,0.869427856,0.819042416,0
0.850718826,0.877275357,0.82792619,0
0.863587808,0.887573471,0.837210603,0
0.858904883,0.882063487,0.830310438,0
0.8564062,0.880747287,0.827268736,0
0.854834878,0.879108867,0.827228526,0
0.855092092,0.87816882,0.828083277,0
0.855853772,0.879445543,0.827662752,0
0.836608633,0.862620304,0.813178582,0
0.829054573,0.855121489,0.810881393,0
0.832916773,0.857663283,0.814140818,0
0.833091877,0.857502189,0.814087264,0
0.827504796,0.852504982,0.812142147,0
0.858056799,0.871402733,0.833654425,0
0.862614533,0.87638113,0.835132165,0
0.876761751,0.888624251,0.846204051,0
0.884174617,0.894726732,0.853601761,0
0.89084243,0.901274342,0.858090393,0
0.889599177,0.90293926,0.857708953,0
0.869341047,0.891751133,0.842630807,0
0.869666901,0.891997825,0.837664555,0
0.877452654,0.896096596,0.840667078,0
0.868723864,0.886763583,0.834769615,0
0.870064093,0.885983916,0.834253028,0
0.882557268,0.89578776,0.845382411,0
0.895104723,0.905110961,0.857557171,0
0.890531222,0.904300199,0.857494803,0
0.886520116,0.904687706,0.850557004,0
0.878593366,0.899009443,0.84164032,0
0.8813382,0.899373673,0.840729116,0
0.877599602,0.895114148,0.838085975,0
0.869493287,0.887120916,0.830463632,0
0.880505914,0.897132495,0.841907789,0
0.875332784,0.889955447,0.842714632,0
0.862372386,0.885769632,0.837388757,0
0.853047343,0.877846346,0.829282031,0
0.851499626,0.880607778,0.831474218,0
0.8528553,0.883762169,0.829074805,0
0.846964919,0.87971409,0.823336599,0
0.848436198,0.879950733,0.82479538,0
0.860587172,0.889536927,0.838078013,0
0.869938499,0.894122076,0.849310501,0
0.867854536,0.890283438,0.84783238,0
0.882997191,0.898667492,0.860036772,0
0.886055338,0.897556582,0.860947278,0
0.891243395,0.900212348,0.86847529,0
0.884342286,0.895137047,0.860304544,0
0.87641327,0.889001223,0.850514886,0
0.873061007,0.88941332,0.84849592,0
0.844096233,0.867757721,0.82569549,0
0.834855226,0.863724088,0.821012701,0
0.838052849,0.866730228,0.822820538,0
0.83246168,0.861281913,0.816384291,0
0.834583609,0.860081177,0.808666549,0
0.858681603,0.87704329,0.82331859,0
0.85909109,0.877189064,0.822595854,0
0.859931597,0.878640284,0.823825368,0
0.868633463,0.882291817,0.826262511,0
0.872597151,0.885937068,0.830722498,0
0.884085755,0.893406925,0.83943596,0
0.862173659,0.882767932,0.831401859,0
0.833260484,0.863094124,0.812925069,0
0.82577893,0.855978647,0.809753781,0
0.828820481,0.861116111,0.818223137,0
0.815957118,0.852056771,0.810785658,0
0.810631084,0.8475575,0.804865597,0
0.813235262,0.850645913,0.806785733,0
0.806291009,0.844357109,0.800727858,0
0.806301744,0.844585733,0.801132387,0
0.804885955,0.842402972,0.801414288,0
0.805849198,0.84700846,0.804968765,0
0.812976587,0.851618907,0.803239854,0
0.812710674,0.848619803,0.803268855,0
0.829231419,0.862706037,0.815968261,0
0.835305524,0.867250671,0.822260984,0
0.847648548,0.875912777,0.831601634,0
0.849196405,0.874757166,0.832935877,0
0.856811214,0.879117715,0.833077937,0
0.867873558,0.890367962,0.841575418,0
0.843215425,0.882108383,0.831495452,0
0.824173127,0.864203297,0.816759568,0
0.825134558,0.866056781,0.818077942,0
0.826790132,0.865267345,0.818868637,0
0.82865505,0.867629931,0.8146347,0
0.827666288,0.867347985,0.814253551,0
0.830422943,0.870462339,0.81691579,0
0.833609265,0.872464615,0.817515535,0
0.829159493,0.8650843,0.811001485,0
0.83113171,0.867372722,0.812713745,0
0.834503029,0.869662239,0.816392134,0
0.83498107,0.870067179,0.816617773,0
0.844540685,0.876295141,0.826398914,0
0.849329231,0.88163257,0.830572842,0
0.847047246,0.879512852,0.830787289,0
0.84919606,0.880665785,0.830801819,0
0.837183201,0.869215032,0.81724203,0
0.838027539,0.86963155,0.818293843,0
0.844249256,0.87333394,0.82274505,0
0.862840867,0.883293229,0.833848787,0
0.873905954,0.888880613,0.838988719,0
0.881473915,0.893151008,0.844360998,0
0.880353744,0.892085365,0.845306641,0
0.879070221,0.894657073,0.849820757,0
0.865970243,0.88246547,0.838435399,0
0.841975688,0.866215832,0.825145351,0
0.829467438,0.860679283,0.819517982,0
0.828435822,0.860378336,0.815451296,0
0.8304161,0.862311152,0.816086015,0
0.835966822,0.868080051,0.821004628,0
0.834679516,0.866471062,0.819435703,0
0.841301098,0.873231309,0.822754515,0
0.850064481,0.876822006,0.824226028,0
0.856354628,0.878203476,0.826579936,0
0.858043812,0.880207962,0.827804232,0
0.870206063,0.883947023,0.829853469,0
0.864702727,0.882634604,0.826700594,0
0.860220743,0.879315426,0.820587522,0
0.852013854,0.876137807,0.81353942,0
0.844482775,0.874200018,0.809752464,0
0.840281419,0.870554449,0.808406504,0
0.835812632,0.866877808,0.809975688,0
0.836983615,0.866530276,0.813666352,0
0.829906713,0.862421303,0.808371629,0
0.832299954,0.864273613,0.80942227,0
0.83339439,0.865473505,0.81220312,0
0.83632334,0.868225664,0.818534767,0
0.833641486,0.865793571,0.815799714,0
0.844170249,0.875440141,0.82632775,0
0.839903613,0.87208081,0.821199309,0
0.834534199,0.866525193,0.813768062,0
0.842720263,0.873792953,0.820634871,0
0.840941177,0.870091357,0.819616295,0
0.843800868,0.872874196,0.822929342,0
0.833418314,0.868327476,0.818461764,0
0.829070098,0.86441178,0.813412423,0
0.822804263,0.861300851,0.81046292,0
0.815168079,0.857533779,0.808125612,0
0.808861084,0.852837296,0.803271568,0
0.809878651,0.853057853,0.803457879,0
0.808108594,0.84908188,0.799787207,0
0.808891184,0.850173477,0.799441712,0
0.809085262,0.850163819,0.799393654,0
0.802877478,0.843679084,0.79700056,0
0.793087894,0.836816026,0.792398613,0
0.793202612,0.837637987,0.797059022,0
0.778663356,0.830750848,0.791958728,0
0.77058149,0.827651236,0.787921763,0
0.777107208,0.838637764,0.803002467,0
0.764710014,0.830574785,0.795255556,0
0.765474624,0.829871095,0.791788737,0
0.761637636,0.823316237,0.788743058,0
0.764784213,0.8281907,0.787480934,0
0.771852093,0.832535761,0.788849331,0
0.791370382,0.843589169,0.797474837,0
0.802404769,0.852620801,0.806687882,0
0.787730906,0.837943102,0.793064584,0
0.796850126,0.8440038,0.798012034,0
0.807631674,0.854803301,0.804109951,0
0.851151113,0.886279608,0.829884964,0
0.843177719,0.88319019,0.824049424,0
0.843973669,0.88407336,0.829139628,0
0.829241396,0.87576009,0.815022259,0
0.857951954,0.895263701,0.826765503,0
0.859415518,0.896426739,0.826504764,0
0.870830187,0.907275117,0.837955109,0
0.881939661,0.910940158,0.841222201,0
0.887153042,0.911815002,0.842488614,0
0.903469206,0.91383291,0.852828582,0
0.896290382,0.919086181,0.847312366,0
0.900036257,0.921576072,0.842789624,0
0.89839866,0.921925256,0.845791123,0
0.903631186,0.919711322,0.850049298,0
0.902327302,0.914977573,0.847693465,0
0.899127005,0.913976468,0.847568799,0
0.897799023,0.913071907,0.84633656,0
0.881865747,0.899520397,0.833574845,0
0.870348618,0.893575734,0.829757318,0
0.879818408,0.904855242,0.836007375,0
0.881017508,0.906329521,0.840958198,0
0.876359941,0.893295461,0.832346416,0
0.874802206,0.893961938,0.830060624,0
0.871236367,0.891186324,0.828298144,0
0.874399863,0.893010088,0.833415054,0
0.865881535,0.88695681,0.82452994,0
0.870490149,0.889035671,0.824618398,0
0.869627395,0.889654568,0.822384044,0
0.872103787,0.892704504,0.8209005,0
0.866626961,0.886206954,0.810479405,0
0.880639368,0.902460351,0.832559499,0
0.877219707,0.900721172,0.831525929,0
0.868948958,0.896918626,0.822600386,0
0.853213521,0.89181407,0.814524032,0
0.848808993,0.886895802,0.808858747,0
0.852907717,0.890871387,0.810792863,0
0.861086095,0.894194132,0.813232378,0
0.860264214,0.895305699,0.810868086,0
0.864250792,0.899950665,0.815231728,0
